# x y error_dist error_ang_rad delta_f_rad delta_r_rad omega_rads
-6.260113240898737885e+00 2.494020384081720554e+00 7.043011779371803449e+00 -1.956859001587362978e-01 -2.935288502381044329e-01 1.467644251190522164e-01 -1.184440240845699543e+00
-6.253707322094356869e+00 2.528385333600735141e+00 7.049273981601555938e+00 -1.959473107392548374e-01 -2.939209661088822423e-01 1.469604830544411211e-01 -1.186093764346517032e+00
-6.243965152637577454e+00 2.578802434342619687e+00 7.058444346434274763e+00 -1.966400330642936178e-01 -2.949600495964403990e-01 1.474800247982201995e-01 -1.190476944625963984e+00
-6.236920961592698376e+00 2.613638869485509719e+00 7.064701317267186198e+00 -1.965597012135053834e-01 -2.948395518202580612e-01 1.474197759101290306e-01 -1.189968539634250311e+00
-6.229919272283681586e+00 2.647657020511204884e+00 7.070864359227738483e+00 -1.966514311510448032e-01 -2.949771467265672187e-01 1.474885733632836093e-01 -1.190549083236453587e+00
-6.219439056845875058e+00 2.698677960257794162e+00 7.080436543168615593e+00 -1.987206326253108946e-01 -2.980809489379663280e-01 1.490404744689831640e-01 -1.203654549275307239e+00
-6.212193982511679202e+00 2.733043254415023160e+00 7.086920682255307469e+00 -1.993552764752009321e-01 -2.990329147128014120e-01 1.495164573564007060e-01 -1.207677915932745982e+00
-6.204900592249084745e+00 2.766957125024683162e+00 7.093352191366404824e+00 -2.002872416106877274e-01 -3.004308624160315633e-01 1.502154312080157816e-01 -1.213589423774057430e+00
-6.197452327787313919e+00 2.800880606121470606e+00 7.099808840495547280e+00 -2.012270490023651270e-01 -3.018405735035477044e-01 1.509202867517738522e-01 -1.219554615320341817e+00
-6.189790311672379808e+00 2.834596288547358789e+00 7.106150470017404963e+00 -2.008834419645245395e-01 -3.013251629467867954e-01 1.506625814733933977e-01 -1.217373195633257854e+00
-6.182240805972460507e+00 2.866973021988016956e+00 7.112217634705107372e+00 -2.010406821083400297e-01 -3.015610231625100446e-01 1.507805115812550223e-01 -1.218371382662144953e+00
-6.174475244597367407e+00 2.900407587070839011e+00 7.118668507651942257e+00 -2.023392093045116580e-01 -3.035088139567674870e-01 1.517544069783837435e-01 -1.226618916175432839e+00
-6.166542686184216748e+00 2.934489430666917809e+00 7.125393257741568398e+00 -2.041511138104667999e-01 -3.062266707157001999e-01 1.531133353578501000e-01 -1.238139936256613005e+00
-6.158523466924098244e+00 2.967863674837743382e+00 7.131910066887259703e+00 -2.052552622010278827e-01 -3.078828933015418379e-01 1.539414466507709189e-01 -1.245168051843915880e+00
-6.150302651218501282e+00 3.000326556886412810e+00 7.138019933473415790e+00 -2.054632436114152971e-01 -3.081948654171229318e-01 1.540974327085614659e-01 -1.246492522125026925e+00
-6.142104436241095478e+00 3.032733591924939187e+00 7.144278300156800654e+00 -2.057038644431756769e-01 -3.085557966647635153e-01 1.542778983323817577e-01 -1.248025096764676434e+00
-6.133571946138001607e+00 3.066213316191576777e+00 7.150845346196199159e+00 -2.065115192437360081e-01 -3.097672788656040122e-01 1.548836394328020061e-01 -1.253171215480679113e+00
-6.125038088231407052e+00 3.099119032009420849e+00 7.157323345464317477e+00 -2.067535241231800158e-01 -3.101302861847700099e-01 1.550651430923850049e-01 -1.254713783564858298e+00
-6.116361517934342018e+00 3.132028324689156484e+00 7.163830011089093119e+00 -2.075007073962730209e-01 -3.112510610944095313e-01 1.556255305472047656e-01 -1.259478142689742342e+00
-6.107607269274460293e+00 3.164912762331800078e+00 7.170411638920956676e+00 -2.082583062261386120e-01 -3.123874593392079180e-01 1.561937296696039590e-01 -1.264311583498435088e+00
-6.093804905173780817e+00 3.215705770733803703e+00 7.180631710383040378e+00 -2.095333438432245565e-01 -3.143000157648368487e-01 1.571500078824184243e-01 -1.272452355027195336e+00
-6.084517228385353249e+00 3.248344326096687329e+00 7.187021307588725705e+00 -2.091187092782405554e-01 -3.136780639173608609e-01 1.568390319586804305e-01 -1.269804182909004764e+00
-6.070548529454302233e+00 3.295917657876032525e+00 7.196227814116365806e+00 -2.085811443551096045e-01 -3.128717165326644345e-01 1.564358582663322172e-01 -1.266372093031848278e+00
-6.060695689372154860e+00 3.328483093560090644e+00 7.202462046563245401e+00 -2.076836542501608318e-01 -3.115254813752412755e-01 1.557627406876206377e-01 -1.260645087559596034e+00
-6.045673713374916325e+00 3.377496452143693872e+00 7.211967155477839064e+00 -2.061866396385352851e-01 -3.092799594578029554e-01 1.546399797289014777e-01 -1.251100822286892233e+00
-6.035436809421834248e+00 3.409909494040458622e+00 7.218179287874201044e+00 -2.035803251769615074e-01 -3.053704877654422889e-01 1.526852438827211444e-01 -1.234508952127370218e+00
-6.020079028662935094e+00 3.458730484975315989e+00 7.227881467052558406e+00 -2.047896007163563792e-01 -3.071844010745345965e-01 1.535922005372672983e-01 -1.242203343288655004e+00
-6.009707908703838086e+00 3.491076945072185911e+00 7.234330434170751722e+00 -2.054252369660980460e-01 -3.081378554491470689e-01 1.540689277245735345e-01 -1.246250472721941671e+00
-5.999094713170247672e+00 3.523932907177769636e+00 7.240969471819629355e+00 -2.062949534162199505e-01 -3.094424301243299258e-01 1.547212150621649629e-01 -1.251791029974725245e+00
-5.988358992858841212e+00 3.556689564277550009e+00 7.247611425931173024e+00 -2.073066910211235625e-01 -3.109600365316853576e-01 1.554800182658426788e-01 -1.258240760900857458e+00
-5.977681206426159299e+00 3.588671262635313663e+00 7.254078031420421624e+00 -2.083945021389052021e-01 -3.125917532083578032e-01 1.562958766041789016e-01 -1.265180792068831162e+00
-5.961236537415599557e+00 3.635855522190619027e+00 7.263295471519365165e+00 -2.065306388512755942e-01 -3.097959582769134190e-01 1.548979791384567095e-01 -1.253293076231247971e+00
-5.944460255288341877e+00 3.683619219958412128e+00 7.272852055303498098e+00 -2.070209499259205721e-01 -3.105314248888808581e-01 1.552657124444404291e-01 -1.256418705027896987e+00
-5.932888416133588194e+00 3.716357147750958489e+00 7.279535494965754694e+00 -2.078259065971534425e-01 -3.117388598957301360e-01 1.558694299478650680e-01 -1.261552566789967189e+00
-5.915306166472822369e+00 3.765049620704136846e+00 7.289452998580729037e+00 -2.086823887958557666e-01 -3.130235831937836499e-01 1.565117915968918250e-01 -1.267018385238886324e+00
-5.897932757266024062e+00 3.811645320841340112e+00 7.298807045694176487e+00 -2.083189873950521132e-01 -3.124784810925781420e-01 1.562392405462890710e-01 -1.264698842729823136e+00
-5.886041831045756290e+00 3.842631998418573946e+00 7.304921425888490916e+00 -2.068162614191333959e-01 -3.102243921287001216e-01 1.551121960643500608e-01 -1.255113723122837310e+00
-5.867456376233618265e+00 3.890547292080308139e+00 7.314494722491402534e+00 -2.067778590270288319e-01 -3.101667885405432479e-01 1.550833942702716239e-01 -1.254868912247772972e+00
-5.855485816685776612e+00 3.921308611960962587e+00 7.320791511701995269e+00 -2.078182863770698385e-01 -3.117274295656047300e-01 1.558637147828023650e-01 -1.261503952242216009e+00
-5.837338507612759742e+00 3.968112778916013994e+00 7.330702664337941599e+00 -2.104080657584380121e-01 -3.156120986376570459e-01 1.578060493188285229e-01 -1.278041669231783084e+00
-5.824719427414757789e+00 3.999763333331230797e+00 7.337300850658495577e+00 -2.106842644724417069e-01 -3.160263967086625603e-01 1.580131983543312801e-01 -1.279807284852271243e+00
-5.811943049018693408e+00 4.031646768703858186e+00 7.344047559597303376e+00 -2.114452786450918831e-01 -3.171679179676378246e-01 1.585839589838189123e-01 -1.284673994563113819e+00
-5.792585571225952634e+00 4.079535817843287226e+00 7.354331740945683649e+00 -2.128345172052902579e-01 -3.192517758079354007e-01 1.596258879039677003e-01 -1.293565384760564818e+00
-5.779601314335419460e+00 4.111615513331257077e+00 7.361401309144184779e+00 -2.150147213425826487e-01 -3.225220820138740008e-01 1.612610410069370004e-01 -1.307537932724947893e+00
-5.767054742965068925e+00 4.141872703534169808e+00 7.367963896050986783e+00 -2.158265630291419102e-01 -3.237398445437128514e-01 1.618699222718564257e-01 -1.312746812284297349e+00
-5.753904806841426911e+00 4.173494332442230004e+00 7.374940666107552723e+00 -2.173158613143178763e-01 -3.259737919714768006e-01 1.629868959857384003e-01 -1.322310776764328510e+00
-5.740361568911917622e+00 4.205305527821970202e+00 7.381854463487594664e+00 -2.175869431325390124e-01 -3.263804146988085186e-01 1.631902073494042593e-01 -1.324052788704241923e+00
-5.720186755357991260e+00 4.252424586913488014e+00 7.392286912117032038e+00 -2.192376790799038244e-01 -3.288565186198557644e-01 1.644282593099278822e-01 -1.334668564557538462e+00
-5.699874979971757405e+00 4.298544560145691307e+00 7.402367843971163985e+00 -2.190768756008122653e-01 -3.286153134012184118e-01 1.643076567006092059e-01 -1.333633848986483406e+00
-5.679201474564744778e+00 4.344867502498728662e+00 7.412603558319063701e+00 -2.192960322764681558e-01 -3.289440484147022614e-01 1.644720242073511307e-01 -1.335044079555099295e+00
-5.665157205362789661e+00 4.375936758803287141e+00 7.419511130843742919e+00 -2.192532084173883788e-01 -3.288798126260825683e-01 1.644399063130412841e-01 -1.334768497416785271e+00
-5.643403151604608148e+00 4.423685520850496822e+00 7.430282816429847337e+00 -2.208914764527564745e-01 -3.313372146791346839e-01 1.656686073395673420e-01 -1.345317735849110408e+00
-5.629393858091784608e+00 4.454154084137965874e+00 7.437239064437703995e+00 -2.218245438436448058e-01 -3.327368157654672087e-01 1.663684078827336044e-01 -1.351332069663472524e+00
-5.607801360699729898e+00 4.500048768615098282e+00 7.447599269900814889e+00 -2.221726517624655894e-01 -3.332589776436983842e-01 1.666294888218491921e-01 -1.353577026043822462e+00
-5.592568921107249125e+00 4.531959732010474973e+00 7.454823827448510798e+00 -2.218934387992117507e-01 -3.328401581988176261e-01 1.664200790994088131e-01 -1.351776325877935614e+00
-5.569827300289562189e+00 4.579646676740608768e+00 7.465935997347489028e+00 -2.239797781056103720e-01 -3.359696671584155858e-01 1.679848335792077929e-01 -1.365241192339808896e+00
-5.554618129424643058e+00 4.610847945854041896e+00 7.473140524667502227e+00 -2.245169304137956956e-01 -3.367753956206935295e-01 1.683876978103467648e-01 -1.368711501016673715e+00
-5.532177687560611012e+00 4.656396443900372439e+00 7.483748444795428334e+00 -2.250280704526914088e-01 -3.375421056790370855e-01 1.687710528395185428e-01 -1.372015141280796602e+00
-5.517011773631408822e+00 4.686717092778776461e+00 7.490814690224135042e+00 -2.249567983998940757e-01 -3.374351975998410857e-01 1.687175987999205429e-01 -1.371554408954853921e+00
-5.493712651932175284e+00 4.732539915311773981e+00 7.501477568067357993e+00 -2.248130043319490068e-01 -3.372195064979235379e-01 1.686097532489617690e-01 -1.370624944190054206e+00
-5.478241065395078380e+00 4.762326608515924597e+00 7.508337296346643264e+00 -2.238700521694476642e-01 -3.358050782541714963e-01 1.679025391270857481e-01 -1.364532483676986985e+00
-5.462080220390382657e+00 4.793278822617216051e+00 7.515553023101706920e+00 -2.242346635475915839e-01 -3.363519953213873759e-01 1.681759976606936879e-01 -1.366887711146460571e+00
-5.446396910590031837e+00 4.823294408715611326e+00 7.522689754140624352e+00 -2.252991223236289753e-01 -3.379486834854434907e-01 1.689743417427217453e-01 -1.373767574569551675e+00
-5.422439805284216874e+00 4.868403819657325826e+00 7.533393432768457743e+00 -2.260487176427089795e-01 -3.390730764640634831e-01 1.695365382320317416e-01 -1.378615926948275838e+00
-5.405984212062223904e+00 4.898605014622603449e+00 7.540428190771836903e+00 -2.253160762647899995e-01 -3.379741143971849993e-01 1.689870571985924996e-01 -1.373877199665180404e+00
-5.381244619678594354e+00 4.944032745845736265e+00 7.551301734810642152e+00 -2.255636800289332333e-01 -3.383455200433998500e-01 1.691727600216999250e-01 -1.375478389180854411e+00
-5.365061876267528618e+00 4.973742805168387626e+00 7.558593953061334858e+00 -2.274664814910805077e-01 -3.411997222366207616e-01 1.705998611183103808e-01 -1.387793993429843997e+00
-5.340711754856619642e+00 5.017092411115754658e+00 7.568939972621378409e+00 -2.264095103521921448e-01 -3.396142655282882172e-01 1.698071327641441086e-01 -1.380950564089658883e+00
-5.324102884592652352e+00 5.045904558649450422e+00 7.575672361617935557e+00 -2.243991371243091448e-01 -3.365987056864637172e-01 1.682993528432318586e-01 -1.367950361948762517e+00
-5.306462138446043753e+00 5.076761957017843940e+00 7.583147057624581855e+00 -2.243577300866159696e-01 -3.365365951299239544e-01 1.682682975649619772e-01 -1.367682821181243735e+00
-5.280669697064495516e+00 5.121984281246208859e+00 7.594433374916960133e+00 -2.279681273658329677e-01 -3.419521910487494654e-01 1.709760955243747327e-01 -1.391043987013044214e+00
-5.264872518435494975e+00 5.149413364810799365e+00 7.601331920885614046e+00 -2.293949367729621602e-01 -3.440924051594432265e-01 1.720462025797216132e-01 -1.400295072088799220e+00
-5.239158645784267598e+00 5.193285468408221028e+00 7.612299972631218381e+00 -2.306135323340495757e-01 -3.459202985010743636e-01 1.729601492505371818e-01 -1.408204718442559455e+00
-5.221800524389362153e+00 5.222245201691169569e+00 7.619437206797603501e+00 -2.291587792857292805e-01 -3.437381689285939346e-01 1.718690844642969673e-01 -1.398763139019317148e+00
-5.195225379544131883e+00 5.265918823279310601e+00 7.630182847496213228e+00 -2.291007516342325190e-01 -3.436511274513487924e-01 1.718255637256743962e-01 -1.398386764043604291e+00
-5.177476353773509565e+00 5.294676044686677407e+00 7.637256516587492605e+00 -2.286213128755761048e-01 -3.429319693133641711e-01 1.714659846566820856e-01 -1.395277744777315476e+00
-5.151679519296831877e+00 5.336491974192665744e+00 7.647805753021528652e+00 -2.299414629279719069e-01 -3.449121943919578603e-01 1.724560971959789302e-01 -1.403841477880253041e+00
-5.133986356269906182e+00 5.363318454915577682e+00 7.653916018109692132e+00 -2.243295094163653136e-01 -3.364942641245479704e-01 1.682471320622739852e-01 -1.367500485762467966e+00
-5.108000000351428760e+00 5.403479516336907373e+00 7.663661909473769462e+00 -2.239176121890245064e-01 -3.358764182835367595e-01 1.679382091417683798e-01 -1.364839661386841652e+00
-5.089083945536768461e+00 5.433253199896974195e+00 7.671318098778555417e+00 -2.264782494027307580e-01 -3.397173741040961370e-01 1.698586870520480685e-01 -1.381395441632828458e+00
-5.061678267146616506e+00 5.475515712479569252e+00 7.682061392983279724e+00 -2.280578019053860483e-01 -3.420867028580790725e-01 1.710433514290395363e-01 -1.391625097717281934e+00
-5.042845010869381639e+00 5.504415216239334718e+00 7.689524137088132427e+00 -2.292460831035910973e-01 -3.438691246553866598e-01 1.719345623276933299e-01 -1.399329436755682332e+00
-5.015152736536099276e+00 5.545550417143143562e+00 7.699786388447452445e+00 -2.271836001438941322e-01 -3.407754002158411843e-01 1.703877001079205922e-01 -1.385961885019136419e+00
-4.996143263766781750e+00 5.573419380820476832e+00 7.706741255867003204e+00 -2.261329065228455670e-01 -3.391993597842683505e-01 1.695996798921341753e-01 -1.379160640140048466e+00
-4.976893851029965177e+00 5.601656011891409825e+00 7.713939403004242301e+00 -2.266983092352472529e-01 -3.400474638528708793e-01 1.700237319264354396e-01 -1.382819830033346298e+00
-4.947991969495329379e+00 5.643774668843421161e+00 7.724815918710701723e+00 -2.285132504830033329e-01 -3.427698757245050132e-01 1.713849378622525066e-01 -1.394577160164410579e+00
-4.929606056047121321e+00 5.670365343130911562e+00 7.731753733813827800e+00 -2.288932580560234520e-01 -3.433398870840351780e-01 1.716699435420175890e-01 -1.397041079640867656e+00
-4.900220192370823291e+00 5.712429059343242521e+00 7.742788240135475952e+00 -2.299433079956618442e-01 -3.449149619934927524e-01 1.724574809967463762e-01 -1.403853453212464908e+00
-4.880323084190181682e+00 5.740618123858434174e+00 7.750227213446815533e+00 -2.305050302550715191e-01 -3.457575453826072787e-01 1.728787726913036393e-01 -1.407500132653034752e+00
-4.860410327512423301e+00 5.768546926913666439e+00 7.757608520706344102e+00 -2.308165849860402963e-01 -3.462248774790604444e-01 1.731124387395302222e-01 -1.409523461805058053e+00
-4.830591399955831200e+00 5.809340122687257413e+00 7.768161951825495848e+00 -2.298696140982469105e-01 -3.448044211473703657e-01 1.724022105736851829e-01 -1.403375160273971689e+00
-4.810845800282390172e+00 5.836259058452990978e+00 7.775252806267224592e+00 -2.297443686346210268e-01 -3.446165529519315540e-01 1.723082764759657770e-01 -1.402562350429939375e+00
-4.780046905845831695e+00 5.878097325532790407e+00 7.786473021638578906e+00 -2.307491289610243967e-01 -3.461236934415365951e-01 1.730618467207682976e-01 -1.409085338191012227e+00
-4.760241064481386175e+00 5.904680124163316002e+00 7.793618765364010770e+00 -2.317621933920462618e-01 -3.476432900880693788e-01 1.738216450440346894e-01 -1.415667714967974167e+00
-4.729658727298639675e+00 5.945412263014138610e+00 7.804676650221495038e+00 -2.328618493414819079e-01 -3.492927740122228619e-01 1.746463870061114310e-01 -1.422818982066839322e+00
-4.709483426433203945e+00 5.971452868828262872e+00 7.811509890053280891e+00 -2.314001699973688986e-01 -3.471002549960533479e-01 1.735501274980266739e-01 -1.413314837713233407e+00
-4.678209051083408454e+00 6.011186430830241179e+00 7.821878380791224217e+00 -2.277590340896513688e-01 -3.416385511344770531e-01 1.708192755672385266e-01 -1.389689181418627628e+00
-4.657671657876816695e+00 6.036965280059570560e+00 7.828615590392160151e+00 -2.263314671513929621e-01 -3.394972007270894432e-01 1.697486003635447216e-01 -1.380445500248801194e+00
-4.626029103630199479e+00 6.075118566405071974e+00 7.838042697969209271e+00 -2.232968355012258099e-01 -3.349452532518387149e-01 1.674726266259193574e-01 -1.360831143226597595e+00
-4.605666354946931662e+00 6.099629591000176987e+00 7.844236614902770022e+00 -2.206666452872017015e-01 -3.309999679308025522e-01 1.654999839654012761e-01 -1.343869187008123856e+00
-4.573285198930995499e+00 6.138630215487767217e+00 7.854360311696215291e+00 -2.184035057240083511e-01 -3.276052585860125266e-01 1.638026292930062633e-01 -1.329302349538606931e+00
-4.551815521224453320e+00 6.163743774083161320e+00 7.860661442301424273e+00 -2.170205381229031172e-01 -3.255308071843546758e-01 1.627654035921773379e-01 -1.320413401020286370e+00
-4.519546523236017244e+00 6.202122023714830235e+00 7.870881856569787338e+00 -2.185707979685469482e-01 -3.278561969528204223e-01 1.639280984764102111e-01 -1.330378257088094651e+00
-4.497667151675566188e+00 6.227198712241335699e+00 7.877238594022359486e+00 -2.165305038232466783e-01 -3.247957557348700175e-01 1.623978778674350087e-01 -1.317266008861325721e+00
-4.464496658850474198e+00 6.264739919503893084e+00 7.886755262552859413e+00 -2.137350914333223662e-01 -3.206026371499835492e-01 1.603013185749917746e-01 -1.299334207144364317e+00
-4.441409065189493077e+00 6.290334557511915392e+00 7.893133573751415888e+00 -2.133971233948206425e-01 -3.200956850922309638e-01 1.600478425461154819e-01 -1.297168819365739800e+00
-4.407912029904487383e+00 6.326722421504424432e+00 7.902048071896883741e+00 -2.060269692276168740e-01 -3.090404538414253111e-01 1.545202269207126555e-01 -1.250083454143925632e+00
-4.384799844896919652e+00 6.351960006621176547e+00 7.908478399926690550e+00 -2.051731281517013283e-01 -3.077596922275520064e-01 1.538798461137760032e-01 -1.244645059602478065e+00
-4.361263371403968137e+00 6.377580140500889172e+00 7.915108393550012167e+00 -2.061857178228887477e-01 -3.092785767343331216e-01 1.546392883671665608e-01 -1.251094948436545229e+00
-4.327902229959224911e+00 6.413712478504629999e+00 7.924610579676098610e+00 -2.054186902787296098e-01 -3.081280354180944148e-01 1.540640177090472074e-01 -1.246208780114306469e+00
-4.305099922656661526e+00 6.437386930368484528e+00 7.930444622031698643e+00 -2.054472428258248273e-01 -3.081708642387372410e-01 1.540854321193686205e-01 -1.246390618589535926e+00
-4.269770927900974122e+00 6.474324056995582666e+00 7.939953390476486739e+00 -2.060031444535691536e-01 -3.090047166803537304e-01 1.545023583401768652e-01 -1.249931660542268563e+00
-4.246795952502749216e+00 6.497698237530076248e+00 7.945778643646447037e+00 -2.045651598192370635e-01 -3.068477397288555952e-01 1.534238698644277976e-01 -1.240774761028175410e+00
-4.210347815368002067e+00 6.535341914397372776e+00 7.955750109513145318e+00 -2.048980481776552232e-01 -3.073470722664828347e-01 1.536735361332414174e-01 -1.242893702171040005e+00
-4.186339705557632129e+00 6.559442552573726104e+00 7.961927223092285288e+00 -2.043009058988177473e-01 -3.064513588482266071e-01 1.532256794241133036e-01 -1.239093062894099928e+00
-4.150519701345753099e+00 6.594820152213246800e+00 7.970924184212274000e+00 -2.025792607818108770e-01 -3.038688911727163156e-01 1.519344455863581578e-01 -1.228144427513296222e+00
-4.125796206098271135e+00 6.619251485038627258e+00 7.977324383496253724e+00 -2.018671853219533574e-01 -3.028007779829300361e-01 1.514003889914650181e-01 -1.223619996769416796e+00
-4.089732168671276646e+00 6.654874284464092682e+00 7.986909833729622044e+00 -2.035170954425776779e-01 -3.052756431638665169e-01 1.526378215819332584e-01 -1.234106817597392824e+00
-4.064718785675310642e+00 6.679297426928406445e+00 7.993502698573825782e+00 -2.026030860467535888e-01 -3.039046290701303832e-01 1.519523145350651916e-01 -1.228295849776836812e+00
-4.028550762024837084e+00 6.713852516165099260e+00 8.002658894725403371e+00 -2.025679045004782353e-01 -3.038518567507173529e-01 1.519259283753586764e-01 -1.228072253197152408e+00
-4.003338362699400577e+00 6.737758279760402758e+00 8.009066860544058031e+00 -2.015403692146883197e-01 -3.023105538220324795e-01 1.511552769110162397e-01 -1.221544220032068750e+00
-3.965865631656604773e+00 6.772405844121382579e+00 8.018113645499743924e+00 -1.994118918534013574e-01 -2.991178377801020360e-01 1.495589188900510180e-01 -1.208036919913103135e+00
-3.940876498704908748e+00 6.795241305820718836e+00 8.024092961507676591e+00 -1.983545909850167321e-01 -2.975318864775250982e-01 1.487659432387625491e-01 -1.201334817029372726e+00
-3.902166467023088892e+00 6.830910514252999555e+00 8.033879351965760307e+00 -2.002783504729834796e-01 -3.004175257094752194e-01 1.502087628547376097e-01 -1.213533008436355365e+00
-3.877684733532916095e+00 6.853133654124123453e+00 8.039954449806437253e+00 -2.009114573327335229e-01 -3.013671859991002844e-01 1.506835929995501422e-01 -1.217551033788328185e+00
-3.839790955688327845e+00 6.887155334215014690e+00 8.049294627793910806e+00 -2.007604608391954926e-01 -3.011406912587932250e-01 1.505703456293966125e-01 -1.216592568118807893e+00
-3.813979651512858116e+00 6.909521936426535227e+00 8.055142372065363432e+00 -1.994329149945136548e-01 -2.991493724917704822e-01 1.495746862458852411e-01 -1.208170233465238885e+00
-3.776926808917227874e+00 6.942104199865582359e+00 8.064190816757864866e+00 -1.997588542415190682e-01 -2.996382813622786023e-01 1.498191406811393012e-01 -1.210237356483638838e+00
-3.750398916270283323e+00 6.965294938886994913e+00 8.070730324212536999e+00 -2.009786567353889497e-01 -3.014679851030834246e-01 1.507339925515417123e-01 -1.217977621821535239e+00
-3.725228479167884021e+00 6.986573949876162537e+00 8.076445213826088931e+00 -1.968870341583991435e-01 -2.953305512375987152e-01 1.476652756187993576e-01 -1.192040344638769511e+00
-3.686595596108490636e+00 7.019148844173501267e+00 8.085396246371296058e+00 -1.936141069611254650e-01 -2.904211604416881976e-01 1.452105802208440988e-01 -1.171345826845072491e+00
-3.660170795399586563e+00 7.041104428321097508e+00 8.091411476636043432e+00 -1.925472978837581561e-01 -2.888209468256372481e-01 1.444104734128186240e-01 -1.164610452800666884e+00
-3.622204548886969633e+00 7.072193197067552894e+00 8.099902838269585459e+00 -1.915119426849362372e-01 -2.872679140274043696e-01 1.436339570137021848e-01 -1.158078310958773338e+00
-3.595017763375453868e+00 7.094442913321764799e+00 8.106149635475034643e+00 -1.931302114858809427e-01 -2.896953172288214140e-01 1.448476586144107070e-01 -1.168290114622571485e+00
-3.555307607453344065e+00 7.126209711311507711e+00 8.114895736452838904e+00 -1.919780493535642174e-01 -2.879670740303463261e-01 1.439835370151731631e-01 -1.161018452166976189e+00
-3.529459200096735749e+00 7.145663887083876453e+00 8.119677938197863654e+00 -1.896684072685984601e-01 -2.845026109028976902e-01 1.422513054514488451e-01 -1.146458528567566804e+00
-3.488690737934288411e+00 7.177538771122552674e+00 8.128528572984814460e+00 -1.906474694113948765e-01 -2.859712041170923147e-01 1.429856020585461573e-01 -1.152627761340509371e+00
-3.461491463567981874e+00 7.198577126626899414e+00 8.134409867645084447e+00 -1.916423088886820558e-01 -2.874634633330230837e-01 1.437317316665115419e-01 -1.158900551353968522e+00
-3.421512780215165694e+00 7.229040516208246281e+00 8.142902188823338605e+00 -1.897799476970475629e-01 -2.846699215455713583e-01 1.423349607727856792e-01 -1.147161160006100689e+00
-3.393934354400037101e+00 7.249768269262104603e+00 8.148680845758530467e+00 -1.883575594474379278e-01 -2.825363391711568917e-01 1.412681695855784458e-01 -1.138204946331994316e+00
-3.353756152032243421e+00 7.279039936025249347e+00 8.156527021812896905e+00 -1.861322810481856882e-01 -2.791984215722785323e-01 1.395992107861392661e-01 -1.124210095251637176e+00
-3.326240407186036308e+00 7.298982956341148132e+00 8.161978211031506447e+00 -1.844645018016266569e-01 -2.766967527024399853e-01 1.383483763512199927e-01 -1.113734695525193885e+00
-3.284446633622815526e+00 7.328659517863241213e+00 8.169969828520901700e+00 -1.839602443847347113e-01 -2.759403665771020808e-01 1.379701832885510404e-01 -1.110569656897255619e+00
-3.257051650074745730e+00 7.348211617488797032e+00 8.175467925825977034e+00 -1.836795352400417691e-01 -2.755193028600626537e-01 1.377596514300313268e-01 -1.108808194121926327e+00
-3.214198131783801760e+00 7.378513605427358790e+00 8.184083520118040411e+00 -1.842816272393784649e-01 -2.764224408590676973e-01 1.382112204295338487e-01 -1.112586740088615134e+00
-3.187362381602328654e+00 7.396875661052347617e+00 8.189091128890753524e+00 -1.814840004320179556e-01 -2.722260006480269334e-01 1.361130003240134667e-01 -1.095042032208221050e+00
-3.145466806696343376e+00 7.425385704415715438e+00 8.197018905460442539e+00 -1.795274336219719602e-01 -2.692911504329579264e-01 1.346455752164789632e-01 -1.082790377668402249e+00
-3.116573592582459806e+00 7.445329541612725421e+00 8.202920123255559304e+00 -1.809296625344638532e-01 -2.713944938016957797e-01 1.356972469008478899e-01 -1.091569335192673629e+00
-3.073671835359949256e+00 7.474223819585659179e+00 8.211296998036280215e+00 -1.835032290432911939e-01 -2.752548435649367908e-01 1.376274217824683954e-01 -1.107702027186868499e+00
-3.045209634827696021e+00 7.493509496521163271e+00 8.217135563454093017e+00 -1.830513191803488926e-01 -2.745769787705233389e-01 1.372884893852616695e-01 -1.104867260276824803e+00
-3.017003859130899635e+00 7.512399288140501952e+00 8.222856305793756704e+00 -1.816597111612998638e-01 -2.724895667419497958e-01 1.362447833709748979e-01 -1.096143041887195801e+00
-2.975297346442286717e+00 7.539442602079868827e+00 8.230751036134263288e+00 -1.807118646842365006e-01 -2.710677970263547509e-01 1.355338985131773755e-01 -1.090205255388758010e+00
-2.946508946526252171e+00 7.557579092125789266e+00 8.235884268675569331e+00 -1.803094478224278596e-01 -2.704641717336417894e-01 1.352320858668208947e-01 -1.087685390188071866e+00
-2.903339440681153683e+00 7.584355673980352819e+00 8.243452647296914293e+00 -1.777590973206575331e-01 -2.666386459809862997e-01 1.333193229904931498e-01 -1.071730321869874381e+00
-2.874580638682625366e+00 7.602291660423859732e+00 8.248754556353640410e+00 -1.762870941307544959e-01 -2.644306411961317438e-01 1.322153205980658719e-01 -1.062532940644757451e+00
-2.831234328957143553e+00 7.629199911512185572e+00 8.256886260189265414e+00 -1.742558753105915847e-01 -2.613838129658873632e-01 1.306919064829436816e-01 -1.049855117720468689e+00
-2.801918056608420748e+00 7.647166263965957000e+00 8.262344881593188362e+00 -1.733561028884624822e-01 -2.600341543326937233e-01 1.300170771663468616e-01 -1.044244211850979154e+00
-2.756968766623874245e+00 7.674461632301224689e+00 8.270751463146966742e+00 -1.725275124002652039e-01 -2.587912686003978058e-01 1.293956343001989029e-01 -1.039079888709466326e+00
