x y error lookahead integral_lateral
-2.734542648291375944e-01 -1.642820574523907728e-01 3.190075694306245269e-01 1.728511354145936818e-01 0.000000000000000000e+00
-2.733989679711904541e-01 -1.642826285476590154e-01 3.189604642118520350e-01 1.728440696317778136e-01 0.000000000000000000e+00
-2.733207288904007104e-01 -1.642825207407775934e-01 3.188933480995236325e-01 1.728340022149285338e-01 0.000000000000000000e+00
-2.732780432402537318e-01 -1.642833539676478161e-01 3.188571926553977476e-01 1.728285788983096594e-01 0.000000000000000000e+00
-2.731987410164016250e-01 -1.642832528912163692e-01 3.187891768449271357e-01 1.728183765267390648e-01 0.000000000000000000e+00
-2.731407312434078749e-01 -1.642831730282521829e-01 3.187394233608610294e-01 1.728109135041291378e-01 0.000000000000000000e+00
-2.730753697198938790e-01 -1.642840329181861625e-01 3.186838574818630643e-01 1.728025786222794624e-01 0.000000000000000000e+00
-2.730205151950587661e-01 -1.642843867924501655e-01 3.186370371773292187e-01 1.727955555765993689e-01 0.000000000000000000e+00
-2.729714806967790119e-01 -1.642845769641762543e-01 3.185951215917945389e-01 1.727892682387691670e-01 0.000000000000000000e+00
-2.729208061450272282e-01 -1.642853730315562144e-01 3.185521153892548196e-01 1.727828173083882368e-01 0.000000000000000000e+00
-2.728339788490958262e-01 -1.642854010703493350e-01 3.184777433659601864e-01 1.727716615048940363e-01 0.000000000000000000e+00
-2.727927184141232253e-01 -1.642859765901246716e-01 3.184426939402725809e-01 1.727664040910408816e-01 0.000000000000000000e+00
-2.727478135837381190e-01 -1.642864198918197460e-01 3.184044559606238889e-01 1.727606683940935972e-01 0.000000000000000000e+00
-2.726972015959953644e-01 -1.642861034166076539e-01 3.183609390834548081e-01 1.727541408625182240e-01 0.000000000000000000e+00
-2.726470611959384005e-01 -1.642864690148258533e-01 3.183181802538792016e-01 1.727477270380818886e-01 0.000000000000000000e+00
-2.725579005841707314e-01 -1.642864179634918598e-01 3.182417890505988001e-01 1.727362683575898172e-01 0.000000000000000000e+00
-2.725163928946104930e-01 -1.642871533808867857e-01 3.182066202364192131e-01 1.727309930354628820e-01 0.000000000000000000e+00
-2.724350929155231471e-01 -1.642877131708990746e-01 3.181372856972494723e-01 1.727205928545874070e-01 0.000000000000000000e+00
-2.723932056825567605e-01 -1.642875601600010671e-01 3.181013375095201323e-01 1.727152006264280337e-01 0.000000000000000000e+00
-2.723204614473695440e-01 -1.642881063278869291e-01 3.180393302780512577e-01 1.727058995417076748e-01 0.000000000000000000e+00
-2.722629131818379289e-01 -1.642871175468523792e-01 3.179895452465604233e-01 1.726984317869840746e-01 0.000000000000000000e+00
-2.721945202731948510e-01 -1.642887534751260037e-01 3.179318344947001385e-01 1.726897751742050291e-01 0.000000000000000000e+00
-2.721442754776476347e-01 -1.642885460084149707e-01 3.178887116976833460e-01 1.726833067546524880e-01 0.000000000000000000e+00
-2.720662707272534231e-01 -1.642892953199476258e-01 3.178223217839806214e-01 1.726733482675970877e-01 0.000000000000000000e+00
-2.720138788226443838e-01 -1.642897461382011315e-01 3.177777068302539698e-01 1.726666560245380955e-01 0.000000000000000000e+00
-2.719402550874925328e-01 -1.642900134322685668e-01 3.177148262996637440e-01 1.726572239449495616e-01 0.000000000000000000e+00
-2.718930424051532735e-01 -1.642898144236313862e-01 3.176743137738424760e-01 1.726511470660763714e-01 0.000000000000000000e+00
-2.718174314777908052e-01 -1.642901138180978826e-01 3.176097567039574687e-01 1.726414635055936175e-01 0.000000000000000000e+00
-2.717634132315516204e-01 -1.642904953373968691e-01 3.175637253048123609e-01 1.726345587957218430e-01 0.000000000000000000e+00
-2.716897864467095469e-01 -1.642908186826099737e-01 3.175008868694084163e-01 1.726251330304112708e-01 0.000000000000000000e+00
-2.716375629385570090e-01 -1.642906503372910110e-01 3.174561125375420234e-01 1.726184168806312869e-01 0.000000000000000000e+00
-2.715540520687764192e-01 -1.642915359076145276e-01 3.173851161693861389e-01 1.726077674254079264e-01 0.000000000000000000e+00
-2.715133234803531748e-01 -1.642918126165709980e-01 3.173504128249802214e-01 1.726025619237470388e-01 0.000000000000000000e+00
-2.714406509081352392e-01 -1.642919826744315137e-01 3.172883271356320423e-01 1.725932490703447897e-01 0.000000000000000000e+00
-2.713870918517328201e-01 -1.642923773905078377e-01 3.172427129066417439e-01 1.725864069359962505e-01 0.000000000000000000e+00
-2.713283804064424709e-01 -1.642912868884234268e-01 3.171919244896335699e-01 1.725787886734450327e-01 0.000000000000000000e+00
-2.712626273154092882e-01 -1.642930291129482412e-01 3.171365831832819171e-01 1.725704874774922903e-01 0.000000000000000000e+00
-2.712150810089722919e-01 -1.642928361290840189e-01 3.170958154407614860e-01 1.725643723161142118e-01 0.000000000000000000e+00
-2.711403988437790513e-01 -1.642933490490960380e-01 3.170322072391568158e-01 1.725548310858735224e-01 0.000000000000000000e+00
-2.710932975453392846e-01 -1.642933099818870146e-01 3.169919047528032552e-01 1.725487857129204827e-01 0.000000000000000000e+00
-2.710243440147256377e-01 -1.642933297514668767e-01 3.169329475605787705e-01 1.725399421340867989e-01 0.000000000000000000e+00
-2.709728578835924884e-01 -1.642935644993197553e-01 3.168890421669606217e-01 1.725333563250441016e-01 0.000000000000000000e+00
-2.709001582475590864e-01 -1.642937333487864970e-01 3.168269662706044154e-01 1.725240449405906484e-01 0.000000000000000000e+00
-2.708509568184366278e-01 -1.642938574528884366e-01 3.167849624054346336e-01 1.725177443608151839e-01 0.000000000000000000e+00
-2.707858529350390953e-01 -1.642931828556614682e-01 3.167289504964780344e-01 1.725093425744717024e-01 0.000000000000000000e+00
-2.707257166454400399e-01 -1.642941664322001838e-01 3.166780490921948799e-01 1.725017073638292209e-01 0.000000000000000000e+00
-2.706751060613679094e-01 -1.642945640232717497e-01 3.166349898683493702e-01 1.724952484802524111e-01 0.000000000000000000e+00
-2.705919462578484369e-01 -1.642947216735177740e-01 3.165639855532985658e-01 1.724845978329947738e-01 0.000000000000000000e+00
-2.705472673070244971e-01 -1.642949518925851948e-01 3.165259153129257874e-01 1.724788872969388598e-01 0.000000000000000000e+00
-2.704749388146289180e-01 -1.642946810578972405e-01 3.164639548995958340e-01 1.724695932349393779e-01 0.000000000000000000e+00
-2.704271357293606126e-01 -1.642955635003867099e-01 3.164235577903384278e-01 1.724635336685507725e-01 0.000000000000000000e+00
-2.703545578862895926e-01 -1.642954657806406371e-01 3.163614816092009119e-01 1.724542222413801285e-01 0.000000000000000000e+00
-2.703068543798378687e-01 -1.642952038399536629e-01 3.163205803129711113e-01 1.724480870469456695e-01 0.000000000000000000e+00
-2.702374327054432035e-01 -1.642953670744865535e-01 3.162613439504885493e-01 1.724392015925732824e-01 0.000000000000000000e+00
-2.701841633527952702e-01 -1.642957156875925473e-01 3.162160089558215259e-01 1.724324013433732317e-01 0.000000000000000000e+00
-2.700964077470940916e-01 -1.642954074391340669e-01 3.161408711057075438e-01 1.724211306658561260e-01 0.000000000000000000e+00
-2.700587591776592022e-01 -1.642963130548562023e-01 3.161091771714263921e-01 1.724163765757139588e-01 0.000000000000000000e+00
-2.699811342968360117e-01 -1.642959514052534375e-01 3.160426751632817166e-01 1.724064012744922492e-01 0.000000000000000000e+00
-2.699391734570326662e-01 -1.642966776360317294e-01 3.160072082230152013e-01 1.724010812334522691e-01 0.000000000000000000e+00
-2.698609596659790055e-01 -1.642960679127193901e-01 3.159400821096051692e-01 1.723910123164407726e-01 0.000000000000000000e+00
-2.698206710838627620e-01 -1.642960728882543187e-01 3.159056728054256413e-01 1.723858509208138490e-01 0.000000000000000000e+00
-2.697458663767522413e-01 -1.642971854636309792e-01 3.158423619127355697e-01 1.723763542869103382e-01 0.000000000000000000e+00
-2.696906162864156631e-01 -1.642974709165785918e-01 3.157953252702305202e-01 1.723692987905345864e-01 0.000000000000000000e+00
-2.696409644048411991e-01 -1.642982258921532046e-01 3.157533162398802884e-01 1.723629974359820460e-01 0.000000000000000000e+00
-2.695465106034837799e-01 -1.642977448279737684e-01 3.156724098398084322e-01 1.723508614759712565e-01 0.000000000000000000e+00
-2.694923352104713343e-01 -1.642978795102707501e-01 3.156262218966676691e-01 1.723439332845001504e-01 0.000000000000000000e+00
-2.694202628511737641e-01 -1.642991656366352693e-01 3.155653559307328160e-01 1.723348033896099363e-01 0.000000000000000000e+00
-2.693703663430462303e-01 -1.642991281115963598e-01 3.155227373138387303e-01 1.723284105970758207e-01 0.000000000000000000e+00
-2.692982945297551778e-01 -1.642993441733672233e-01 3.154613224032913887e-01 1.723191983604936972e-01 0.000000000000000000e+00
-2.692413439229068284e-01 -1.642983540154389077e-01 3.154121912824478513e-01 1.723118286923671638e-01 0.000000000000000000e+00
-2.691794547807870863e-01 -1.642995760392509941e-01 3.153599999409554266e-01 1.723039999911433195e-01 0.000000000000000000e+00
-2.691221026407676353e-01 -1.642995111287831045e-01 3.153110139004741130e-01 1.722966520850711114e-01 0.000000000000000000e+00
-2.690464936009073771e-01 -1.643001183861106385e-01 3.152467995406663115e-01 1.722870199310999606e-01 0.000000000000000000e+00
-2.689956107818017861e-01 -1.643004081723725696e-01 3.152035259090272823e-01 1.722805288863540896e-01 0.000000000000000000e+00
-2.689231062108706771e-01 -1.643003431238089229e-01 3.151416186489886528e-01 1.722712427973482896e-01 0.000000000000000000e+00
-2.688751816081604851e-01 -1.643003768497853234e-01 3.151007412206495717e-01 1.722651111830974247e-01 0.000000000000000000e+00
-2.688016645965821683e-01 -1.643007926373590277e-01 3.150382283964247576e-01 1.722557342594637220e-01 0.000000000000000000e+00
-2.687553552820819425e-01 -1.643008933873587041e-01 3.149987691415353508e-01 1.722498153712302971e-01 0.000000000000000000e+00
-2.686709888992103723e-01 -1.642997210600969926e-01 3.149261796302512684e-01 1.722389269445376847e-01 0.000000000000000000e+00
-2.686243504408045157e-01 -1.642997668370267395e-01 3.148864160811728485e-01 1.722329624121759217e-01 0.000000000000000000e+00
-2.685527050953618877e-01 -1.643002530192523292e-01 3.148255525782917563e-01 1.722238328867437551e-01 0.000000000000000000e+00
-2.685132832172069106e-01 -1.643010376886387958e-01 3.147923351189597652e-01 1.722188502678439481e-01 0.000000000000000000e+00
-2.684279727256736470e-01 -1.643001531385419045e-01 3.147191078771089390e-01 1.722078661815663325e-01 0.000000000000000000e+00
-2.683894091872646159e-01 -1.643011600977875575e-01 3.146867429259894711e-01 1.722030114388984345e-01 0.000000000000000000e+00
-2.683150860412191752e-01 -1.643011683361612629e-01 3.146233610429054472e-01 1.721935041564358060e-01 0.000000000000000000e+00
-2.682652341545309072e-01 -1.643008262033215927e-01 3.145806690613385248e-01 1.721871003592007621e-01 0.000000000000000000e+00
-2.681958709578271538e-01 -1.643016678117122931e-01 3.145219598764730784e-01 1.721782939814709701e-01 0.000000000000000000e+00
-2.681441742675250151e-01 -1.643008112509821150e-01 3.144774312591345211e-01 1.721716146888701837e-01 0.000000000000000000e+00
-2.680973745210056269e-01 -1.643007899321114462e-01 3.144375165233502800e-01 1.721656274785025309e-01 0.000000000000000000e+00
-2.680255537205371574e-01 -1.643018962164654040e-01 3.143768607062655818e-01 1.721565291059398428e-01 0.000000000000000000e+00
-2.679812763216500304e-01 -1.643011580891975409e-01 3.143387265489762106e-01 1.721508089823464149e-01 0.000000000000000000e+00
-2.679149138797398133e-01 -1.643016144066396511e-01 3.142823914504541682e-01 1.721423587175681114e-01 0.000000000000000000e+00
-2.678637550416206325e-01 -1.643018989592885948e-01 3.142389302212977298e-01 1.721358395331946678e-01 0.000000000000000000e+00
-2.677910330973761743e-01 -1.643012716653166616e-01 3.141766147856969726e-01 1.721264922178545320e-01 0.000000000000000000e+00
-2.677447845235113588e-01 -1.643013526741088359e-01 3.141372377323061182e-01 1.721205856598459205e-01 0.000000000000000000e+00
-2.676739154694239287e-01 -1.643009222349960385e-01 3.140766117844538408e-01 1.721114917676680733e-01 0.000000000000000000e+00
-2.676173901638856933e-01 -1.643010731796291646e-01 3.140285180777492302e-01 1.721042777116623679e-01 0.000000000000000000e+00
-2.675558923107476672e-01 -1.643016230700303226e-01 3.139763985614949515e-01 1.720964597842242483e-01 0.000000000000000000e+00
-2.675034836081962020e-01 -1.643011916098644498e-01 3.139315137206551420e-01 1.720897270580982741e-01 0.000000000000000000e+00
-2.674238050031417790e-01 -1.643007066464569621e-01 3.138633678639218272e-01 1.720795051795882824e-01 0.000000000000000000e+00
-2.673823465430711366e-01 -1.643013089346377908e-01 3.138283597135769765e-01 1.720742539570365437e-01 0.000000000000000000e+00
-2.673100357288660245e-01 -1.643018346354451209e-01 3.137670283282499306e-01 1.720650542492374868e-01 0.000000000000000000e+00
-2.672668996016378529e-01 -1.643015040626522594e-01 3.137301067158230206e-01 1.720595160073734586e-01 0.000000000000000000e+00
-2.671952650834328313e-01 -1.643015585505522846e-01 3.136691120036311231e-01 1.720503668005446685e-01 0.000000000000000000e+00
-2.671492134880457670e-01 -1.643014825193975792e-01 3.136298446024443076e-01 1.720444766903666545e-01 0.000000000000000000e+00
-2.670792498627978517e-01 -1.643014039211620481e-01 3.135702106988794702e-01 1.720355316048319261e-01 0.000000000000000000e+00
-2.670370755115548667e-01 -1.643011510629541205e-01 3.135341575305241602e-01 1.720301236295786185e-01 0.000000000000000000e+00
-2.669666283054794587e-01 -1.643014132508603953e-01 3.134742972318879661e-01 1.720211445847831810e-01 0.000000000000000000e+00
-2.669148944267109025e-01 -1.643007274089590131e-01 3.134298803463627658e-01 1.720144820519544093e-01 0.000000000000000000e+00
-2.668378846884008060e-01 -1.643009292421697687e-01 3.133644077664544669e-01 1.720046611649681534e-01 0.000000000000000000e+00
-2.667883259239341442e-01 -1.643008003295861608e-01 3.133221406767128792e-01 1.719983211015069235e-01 0.000000000000000000e+00
-2.667206566086962605e-01 -1.643007053833994147e-01 3.132644736500720395e-01 1.719896710475108115e-01 0.000000000000000000e+00
-2.666749452596892667e-01 -1.643005726608172123e-01 3.132254852433478676e-01 1.719838227865021774e-01 0.000000000000000000e+00
-2.665954810832220079e-01 -1.642997563158530294e-01 3.131574052444605072e-01 1.719736107866690622e-01 0.000000000000000000e+00
-2.665599805537292588e-01 -1.643011692125539991e-01 3.131279250361053701e-01 1.719691887554158083e-01 0.000000000000000000e+00
-2.665064874470584599e-01 -1.643003028876956484e-01 3.130819339731337192e-01 1.719622900959700551e-01 0.000000000000000000e+00
-2.664443844287276431e-01 -1.643002558959565373e-01 3.130290467050628189e-01 1.719543570057594228e-01 0.000000000000000000e+00
-2.663928968860312940e-01 -1.643004724415054185e-01 3.129853363271729583e-01 1.719478004490759271e-01 0.000000000000000000e+00
-2.663191679919931221e-01 -1.643007225835839691e-01 3.129227167871250215e-01 1.719384075180687421e-01 0.000000000000000000e+00
-2.662688150078471594e-01 -1.643008981406964275e-01 3.128799561741253954e-01 1.719319934261188121e-01 0.000000000000000000e+00
-2.661988325696934554e-01 -1.643004708664282387e-01 3.128201770800562165e-01 1.719230265620084186e-01 0.000000000000000000e+00
-2.661482173661172124e-01 -1.642999479348750680e-01 3.127768317803680254e-01 1.719165247670552121e-01 0.000000000000000000e+00
-2.660877734321811516e-01 -1.643005007085275859e-01 3.127256908269108737e-01 1.719088536240366283e-01 0.000000000000000000e+00
-2.660381087274122369e-01 -1.643000421213134388e-01 3.126831929226829843e-01 1.719024789384024365e-01 0.000000000000000000e+00
-2.659631172458739590e-01 -1.642994332334030694e-01 3.126190709089257669e-01 1.718928606363388512e-01 0.000000000000000000e+00
-2.659139873039301771e-01 -1.643000107711749536e-01 3.125775778639327540e-01 1.718866366795899214e-01 0.000000000000000000e+00
-2.658481930888446643e-01 -1.642994824561450629e-01 3.125213299983870541e-01 1.718781994997580498e-01 0.000000000000000000e+00
-2.657978990905028871e-01 -1.642991575388067504e-01 3.124783773781584229e-01 1.718717566067237690e-01 0.000000000000000000e+00
-2.657301624399264206e-01 -1.642994034781599111e-01 3.124208911286645574e-01 1.718631336692996725e-01 0.000000000000000000e+00
-2.656816534099497029e-01 -1.642993560796393582e-01 3.123796077960735995e-01 1.718569411694110260e-01 0.000000000000000000e+00
-2.656140854752614411e-01 -1.642994668492323562e-01 3.123222009556821388e-01 1.718483301433523236e-01 0.000000000000000000e+00
-2.655707379574183680e-01 -1.642994095759531814e-01 3.122853068049385450e-01 1.718427960207407901e-01 0.000000000000000000e+00
-2.654938438981856441e-01 -1.642985320628926882e-01 3.122194561295877357e-01 1.718329184194381520e-01 0.000000000000000000e+00
-2.654502998617773724e-01 -1.642987391200730340e-01 3.121825385462059232e-01 1.718273807819308829e-01 0.000000000000000000e+00
-2.653795139075599829e-01 -1.642994131439326488e-01 3.121227059367092660e-01 1.718184058905063982e-01 0.000000000000000000e+00
-2.653349542735029543e-01 -1.642984197502310728e-01 3.120842974129666714e-01 1.718126446119450090e-01 0.000000000000000000e+00
-2.652665256817499095e-01 -1.642984992903049890e-01 3.120261631919875045e-01 1.718039244787981090e-01 0.000000000000000000e+00
-2.652214385844744449e-01 -1.642984369409409284e-01 3.119878008289017624e-01 1.717981701243352644e-01 0.000000000000000000e+00
-2.651425341827950977e-01 -1.642978018440721111e-01 3.119203922857058942e-01 1.717880588428558897e-01 0.000000000000000000e+00
-2.650971696098825547e-01 -1.642984235894066614e-01 3.118821593633321898e-01 1.717823239044998229e-01 0.000000000000000000e+00
-2.650227033530255238e-01 -1.642985631134673552e-01 3.118189396648249900e-01 1.717728409497237541e-01 0.000000000000000000e+00
-2.649782032784719910e-01 -1.642984412226169422e-01 3.117810545893847651e-01 1.717671581884077092e-01 0.000000000000000000e+00
-2.649111769086786028e-01 -1.642980432929807555e-01 3.117238821153159312e-01 1.717585823172974036e-01 0.000000000000000000e+00
-2.648547009122557139e-01 -1.642976900489149794e-01 3.116757025350705423e-01 1.717513553802605952e-01 0.000000000000000000e+00
-2.648150863919364051e-01 -1.642980344355338684e-01 3.116422213053754442e-01 1.717463331958063166e-01 0.000000000000000000e+00
-2.647471228623091699e-01 -1.642976638433189529e-01 3.115842765741603793e-01 1.717376414861240541e-01 0.000000000000000000e+00
-2.646857669074805797e-01 -1.642965908374142692e-01 3.115315794011866424e-01 1.717297369101780102e-01 0.000000000000000000e+00
-2.646370736152846570e-01 -1.642966286072556903e-01 3.114902292261702565e-01 1.717235343839255413e-01 0.000000000000000000e+00
-2.645933820096004752e-01 -1.642972611702668284e-01 3.114534440832678053e-01 1.717180166124901708e-01 0.000000000000000000e+00
-2.645251438905876218e-01 -1.642967202573089036e-01 3.113951894902111661e-01 1.717092784235316749e-01 0.000000000000000000e+00
-2.644806762789659316e-01 -1.642969988463188202e-01 3.113575628676561458e-01 1.717036344301484108e-01 0.000000000000000000e+00
-2.644111126196527772e-01 -1.642968738130811124e-01 3.112984086395467198e-01 1.716947612959320024e-01 0.000000000000000000e+00
-2.643685698465944034e-01 -1.642966207970061876e-01 3.112621408524475775e-01 1.716893211278671394e-01 0.000000000000000000e+00
-2.643004181358932225e-01 -1.642966263367188207e-01 3.112042616231908143e-01 1.716806392434786221e-01 0.000000000000000000e+00
-2.642490595444880186e-01 -1.642972705926618593e-01 3.111609850131354937e-01 1.716741477519703185e-01 0.000000000000000000e+00
-2.641737251657054752e-01 -1.642971183026243898e-01 3.110969304742048358e-01 1.716645395711307309e-01 0.000000000000000000e+00
-2.641194435448904754e-01 -1.642956909103011065e-01 3.110500836041613648e-01 1.716575125406241964e-01 0.000000000000000000e+00
-2.640520809393754886e-01 -1.642967503379790251e-01 3.109934462654072029e-01 1.716490169398110777e-01 0.000000000000000000e+00
-2.639970383083600769e-01 -1.642958587158118156e-01 3.109462420206292599e-01 1.716419363030943779e-01 0.000000000000000000e+00
-2.639169247784137751e-01 -1.642959519681666536e-01 3.108782768506365701e-01 1.716317415275954716e-01 0.000000000000000000e+00
-2.638838542831364320e-01 -1.642968635100779951e-01 3.108506842691081684e-01 1.716276026403662225e-01 0.000000000000000000e+00
-2.638248077690952820e-01 -1.642961288275243126e-01 3.108001723649949088e-01 1.716200258547492252e-01 0.000000000000000000e+00
-2.637494635835380130e-01 -1.642960626875765162e-01 3.107361835307309583e-01 1.716104275296096437e-01 0.000000000000000000e+00
-2.637190148148938484e-01 -1.642962725063114027e-01 3.107104503141249752e-01 1.716065675471187546e-01 0.000000000000000000e+00
-2.636440124615667124e-01 -1.642957952304648361e-01 3.106465413250976138e-01 1.715969811987646532e-01 0.000000000000000000e+00
-2.635885691041132128e-01 -1.642958069334511384e-01 3.105994944269351299e-01 1.715899241640402584e-01 0.000000000000000000e+00
-2.635242459635145362e-01 -1.642963043247118726e-01 3.105451719563471769e-01 1.715817757934520738e-01 0.000000000000000000e+00
-2.634835236717811280e-01 -1.642959979900496248e-01 3.105104542556408886e-01 1.715765681383461250e-01 0.000000000000000000e+00
-2.634103311444930262e-01 -1.642957608086075827e-01 3.104482236594867106e-01 1.715672335489230038e-01 0.000000000000000000e+00
-2.633639613338760732e-01 -1.642957307386094801e-01 3.104088646743276003e-01 1.715613297011491234e-01 0.000000000000000000e+00
-2.632988918699503134e-01 -1.642957490302078827e-01 3.103536685933337425e-01 1.715530502890000586e-01 0.000000000000000000e+00
-2.632541894432177676e-01 -1.642951638551135018e-01 3.103154348813222940e-01 1.715473152321983497e-01 0.000000000000000000e+00
-2.631874510510023857e-01 -1.642945443456234611e-01 3.102584917330383218e-01 1.715387737599557427e-01 0.000000000000000000e+00
-2.631351885212395159e-01 -1.642946846633601132e-01 3.102142337913287862e-01 1.715321350686993263e-01 0.000000000000000000e+00
-2.630637121135133150e-01 -1.642938458066663943e-01 3.101531628097415894e-01 1.715229744214612495e-01 0.000000000000000000e+00
-2.630129450080728737e-01 -1.642934641713755806e-01 3.101099024720923580e-01 1.715164853708138482e-01 0.000000000000000000e+00
-2.629495133699382703e-01 -1.642935326696861598e-01 3.100561424300002367e-01 1.715084213645000355e-01 0.000000000000000000e+00
-2.629003347739780061e-01 -1.642930567963371558e-01 3.100141844105752664e-01 1.715021276615862900e-01 0.000000000000000000e+00
-2.628387908676878548e-01 -1.642933169671018656e-01 3.099621331466809182e-01 1.714943199720021516e-01 0.000000000000000000e+00
-2.627905820826308969e-01 -1.642932166112445191e-01 3.099212013654394915e-01 1.714881802048159321e-01 0.000000000000000000e+00
-2.627093790166021847e-01 -1.642918454231772629e-01 3.098516230324474541e-01 1.714777434548671042e-01 0.000000000000000000e+00
-2.626743626674038490e-01 -1.642925935202866339e-01 3.098223314874977152e-01 1.714733497231246684e-01 0.000000000000000000e+00
-2.626045072893736232e-01 -1.642922409117877902e-01 3.097629217200011942e-01 1.714644382580001736e-01 0.000000000000000000e+00
-2.625609251642420094e-01 -1.642921918286544547e-01 3.097259493793926288e-01 1.714588924069088971e-01 0.000000000000000000e+00
-2.624842083789710179e-01 -1.642922666001383480e-01 3.096609573597324250e-01 1.714491436039598526e-01 0.000000000000000000e+00
-2.624429482182121243e-01 -1.642924948837305443e-01 3.096261050760865663e-01 1.714439157614129905e-01 0.000000000000000000e+00
-2.623717301068114738e-01 -1.642910138034402445e-01 3.095649559879213863e-01 1.714347433981882052e-01 0.000000000000000000e+00
-2.623254045565621695e-01 -1.642916223131103415e-01 3.095260167385573968e-01 1.714289025107836040e-01 0.000000000000000000e+00
-2.622398584397688248e-01 -1.642902472810796044e-01 3.094527891394554531e-01 1.714179183709183263e-01 0.000000000000000000e+00
-2.621992943216197025e-01 -1.642903896283846588e-01 3.094184901827972678e-01 1.714127735274195985e-01 0.000000000000000000e+00
-2.621410798798305963e-01 -1.642907516038846771e-01 3.093693533999983258e-01 1.714054030099997350e-01 0.000000000000000000e+00
-2.620895825404655488e-01 -1.642904206217138396e-01 3.093255430518067617e-01 1.713988314577710170e-01 0.000000000000000000e+00
-2.620200342974458030e-01 -1.642908055364079023e-01 3.092668219467398227e-01 1.713900232920109734e-01 0.000000000000000000e+00
-2.619776129932275266e-01 -1.642904968690084289e-01 3.092307181880463718e-01 1.713846077282069613e-01 0.000000000000000000e+00
-2.619135017507228658e-01 -1.642896101859596669e-01 3.091759344036668078e-01 1.713763901605500073e-01 0.000000000000000000e+00
-2.618688180067408333e-01 -1.642899129575134953e-01 3.091382430949540794e-01 1.713707364642431119e-01 0.000000000000000000e+00
-2.617939046324104790e-01 -1.642883963800971237e-01 3.090739809298536644e-01 1.713610971394780580e-01 0.000000000000000000e+00
-2.617422734117974548e-01 -1.642878694135623263e-01 3.090299689791005111e-01 1.713544953468650878e-01 0.000000000000000000e+00
-2.616802352819063149e-01 -1.642881072196401560e-01 3.089775521150457949e-01 1.713466328172568720e-01 0.000000000000000000e+00
-2.616315596661786258e-01 -1.642879149642575420e-01 3.089362264556558824e-01 1.713404339683483879e-01 0.000000000000000000e+00
-2.615622593080317859e-01 -1.642879031067275841e-01 3.088775333389069400e-01 1.713316300008360382e-01 0.000000000000000000e+00
-2.615114278127652625e-01 -1.642870987686849138e-01 3.088340617524283904e-01 1.713251092628642613e-01 0.000000000000000000e+00
-2.614390244219700898e-01 -1.642877361329617147e-01 3.087730942527297517e-01 1.713159641379094489e-01 0.000000000000000000e+00
-2.613937134702535303e-01 -1.642869428093950424e-01 3.087343081347235785e-01 1.713101462202085423e-01 0.000000000000000000e+00
-2.613317370857113353e-01 -1.642874297664412286e-01 3.086820959944044374e-01 1.713023143991606601e-01 0.000000000000000000e+00
-2.612765352739919722e-01 -1.642877556335806677e-01 3.086355367353226242e-01 1.712953305102983825e-01 0.000000000000000000e+00
-2.612019290355341861e-01 -1.642870704603965337e-01 3.085720163144148875e-01 1.712858024471622387e-01 0.000000000000000000e+00
-2.611566447924848489e-01 -1.642874222263859818e-01 3.085338720806176105e-01 1.712800808120926443e-01 0.000000000000000000e+00
-2.610905880022146297e-01 -1.642867408668111651e-01 3.084775978381265604e-01 1.712716396757189841e-01 0.000000000000000000e+00
-2.610512071309581961e-01 -1.642868059560622096e-01 3.084443018695194882e-01 1.712666452804279260e-01 0.000000000000000000e+00
-2.609797535689141190e-01 -1.642864337267276875e-01 3.083836313417714914e-01 1.712575447012657237e-01 0.000000000000000000e+00
-2.609322639697454482e-01 -1.642852945163298384e-01 3.083428357765008454e-01 1.712514253664751407e-01 0.000000000000000000e+00
-2.608883473503621486e-01 -1.642854478181842715e-01 3.083057543219467345e-01 1.712458631482920157e-01 0.000000000000000000e+00
-2.608170838855211615e-01 -1.642852809486599619e-01 3.082453645765449446e-01 1.712368046864817250e-01 0.000000000000000000e+00
-2.607759083418278445e-01 -1.642841405363134055e-01 3.082099174317085022e-01 1.712314876147562615e-01 0.000000000000000000e+00
-2.607119479032685705e-01 -1.642838395180210576e-01 3.081556420160103671e-01 1.712233463024015467e-01 0.000000000000000000e+00
-2.606622914250839584e-01 -1.642845873013457636e-01 3.081140305077795238e-01 1.712171045761669286e-01 0.000000000000000000e+00
-2.605979466719013926e-01 -1.642835573248891956e-01 3.080590479387536607e-01 1.712088571908130519e-01 0.000000000000000000e+00
-2.605571994284734960e-01 -1.642829832210018770e-01 3.080242729883495567e-01 1.712036409482524391e-01 0.000000000000000000e+00
-2.604867273915887349e-01 -1.642827113553117502e-01 3.079645180819253758e-01 1.711946777122888008e-01 0.000000000000000000e+00
-2.604380393518195280e-01 -1.642819223341974166e-01 3.079229162424245159e-01 1.711884374363636663e-01 0.000000000000000000e+00
-2.603697916988426675e-01 -1.642816522333371831e-01 3.078650511016374769e-01 1.711797576652456243e-01 0.000000000000000000e+00
-2.603303862970482996e-01 -1.642817470765145504e-01 3.078317762221474685e-01 1.711747664333221342e-01 0.000000000000000000e+00
-2.602631166982746214e-01 -1.642812153268100039e-01 3.077746052271912447e-01 1.711661907840786867e-01 0.000000000000000000e+00
-2.602171127147117624e-01 -1.642809268593068972e-01 3.077355499115010384e-01 1.711603324867251585e-01 0.000000000000000000e+00
